ID,Eddington ratio,M_BH,sigma_* (km/s)
902,   3.3054952e-07,124758.0,38.71137358121847
903,            -NaN,0.0,0.0
904,   2.8196761e-06,106212.0,37.26953333335298
905,            -NaN,0.0,0.0
906,            -NaN,0.0,0.0
907,   1.9167238e-06,266874.0,46.31534138064696
908,   1.2156157e-10,158847.0,40.980914978720506
909,   1.1695694e-06,177397.0,42.062461324679354
910,   5.7069258e-07,7154.62,19.7258743624536
911,   1.7618755e-06,60079.9,32.58325219635752
912,   6.8733428e-08,120227.0,38.37508387741037
913,   9.3957526e-07,4313.19,17.506505894861814
914,   1.0840241e-06,67150.2,33.44954467547256
915,   6.8656607e-06,211512.0,43.844073253053836
916,       0.0000000,210102.0,43.77496367572062
917,   2.4019966e-07,114801.0,37.95937638694545
918,   9.4884481e-07,74301.1,34.257470223615805
919,   8.6157647e-06,51696.4,31.448564133242552
920,   7.1000666e-05,211971.0,43.8664946636357
921,            -NaN,0.0,0.0
922,            -NaN,0.0,0.0
923,   1.8494443e-05,330663.0,48.716664226579816
924,            -NaN,0.0,0.0
925,   1.9373919e-06,221740.0,44.335124296805866
926,            -NaN,0.0,0.0
927,            -NaN,0.0,0.0
928,   4.6366378e-07,152878.0,40.612388464291016
929,   1.7469608e-06,161942.0,41.16784931939573
930,   2.3380999e-10,295627.0,47.44664299038739
931,   1.2278822e-05,88599.2,35.709379771940036
932,   1.0741855e-07,77474.9,34.59709795709424
933,   1.8959275e-11,234778.0,44.93659246661787
934,   4.5315451e-08,7144.13,19.719049360928487
935,   1.8392428e-11,57184.7,32.20591333860449
936,   4.8185939e-07,28607.3,27.35215328862988
937,   2.2653233e-07,100071.0,36.749686372140424
938,   0.00020729380,204928.0,43.51828901164206
939,            -NaN,0.0,0.0
940,   1.7356517e-06,65836.6,33.294051372562585
941,   1.5142848e-05,101666.0,36.886999497736525
942,   5.2733489e-07,4288.03,17.482367085347136
943,            -NaN,0.0,0.0
944,   3.9723796e-06,75757.8,34.41470049514098
945,   4.0497565e-10,199221.0,43.22936375812036
946,   3.8798196e-08,90078.6,35.84911945610158
947,            -NaN,0.0,0.0
948,   3.1042311e-05,271110.0,46.48768346581456
949,            -NaN,0.0,0.0
950,   3.6591496e-06,51403.7,31.406478002203652
951,   2.5277060e-06,180667.0,42.244052093991094
952,   4.3763693e-12,104347.0,37.11414173717611
953,            -NaN,0.0,0.0
954,   3.9852067e-05,187399.0,42.61012832658801
955,   1.0489808e-05,61638.8,32.78070160434302
956,   1.5701744e-06,102515.0,36.95941946276534
957,   3.9539790e-07,77148.7,34.562687015028224
958,   1.4794892e-06,123071.0,38.58727256895358
959,   9.1905704e-07,74378.9,34.265926907776574
960,   9.1584113e-07,81445.1,35.007292571721585
961,   2.3032125e-05,397308.0,50.87267212623252
962,   3.0232469e-06,82912.1,35.15499585892695
963,            -NaN,0.0,0.0
964,            -NaN,0.0,0.0
965,   4.2443388e-12,77197.6,34.567852567053386
966,            -NaN,0.0,0.0
967,   7.0305428e-11,82870.0,35.15078501012463
968,            -NaN,0.0,0.0
969,   6.9533772e-07,80049.1,34.86483785499719
970,   1.2172941e-06,72891.5,34.103064978047904
971,   1.6129610e-07,121617.0,38.47926441323089
972,   7.3784163e-11,735171.0,58.81902457820289
973,   7.3434537e-07,15717.6,23.749222157588896
974,   9.9726279e-07,141456.0,39.875381199414896
975,   1.3157844e-08,2857.2,15.886052592932298
976,            -NaN,0.0,0.0
977,            -NaN,0.0,0.0
978,            -NaN,0.0,0.0
979,   2.6110650e-05,48633.8,30.99885194974954
980,   7.7783854e-12,22868.3,25.94518993622542
981,            -NaN,0.0,0.0
982,   2.4969468e-07,37635.2,29.179996682753597
983,            -NaN,0.0,0.0
984,            -NaN,0.0,0.0
985,            -NaN,0.0,0.0
986,   5.8876640e-08,5714.5,18.70748600197189
987,   2.3702331e-11,137313.0,39.59680119709403
988,            -NaN,0.0,0.0
989,   3.8143626e-12,32870.9,28.263205068078314
990,            -NaN,0.0,0.0
991,   5.7283777e-06,35744.6,28.827437762054924
992,   6.9033683e-06,76506.0,34.494561741627074
993,            -NaN,0.0,0.0
994,   1.5377526e-06,27185.4,27.025239664201695
995,            -NaN,0.0,0.0
996,   2.8048615e-07,2857.41,15.88632796291494
997,            -NaN,0.0,0.0
998,            -NaN,0.0,0.0
